country;date;vaccination;isocode
South America;2021-03-31;2198.316466747503;OWID_SAM
South America;2021-04-30;5724.528055512111;OWID_SAM
South America;2021-05-16;7324.123572059092;OWID_SAM
South Korea;2020-01-31;0.0;KOR
South Korea;2020-02-29;0.0;KOR
South Korea;2020-03-31;0.0;KOR
South Korea;2020-04-30;0.0;KOR
South Korea;2020-05-31;0.0;KOR
South Korea;2020-06-30;0.0;KOR
South Korea;2020-07-31;0.0;KOR
South Korea;2020-08-31;0.0;KOR
South Korea;2020-09-30;0.0;KOR
South Korea;2020-10-31;0.0;KOR
South Korea;2020-11-30;0.0;KOR
South Korea;2020-12-31;0.0;KOR
South Korea;2021-01-31;0.0;KOR
South Korea;2021-02-28;0.0;KOR
South Korea;2021-03-31;25.3036994952699;KOR
South Korea;2021-04-30;445.4898374331419;KOR
South Korea;2021-05-16;1834.1329917428175;KOR
South Sudan;2020-04-30;0.0;SSD
South Sudan;2020-05-31;0.0;SSD
South Sudan;2020-06-30;0.0;SSD
South Sudan;2020-07-31;0.0;SSD
South Sudan;2020-08-31;0.0;SSD
South Sudan;2020-09-30;0.0;SSD
South Sudan;2020-10-31;0.0;SSD
South Sudan;2020-11-30;0.0;SSD
South Sudan;2020-12-31;0.0;SSD
South Sudan;2021-01-31;0.0;SSD
South Sudan;2021-02-28;0.0;SSD
South Sudan;2021-03-31;0.0;SSD
South Sudan;2021-04-30;0.0;SSD
South Sudan;2021-05-16;0.0;SSD
Spain;2020-02-29;0.0;ESP
Spain;2020-03-31;0.0;ESP
Spain;2020-04-30;0.0;ESP
Spain;2020-05-31;0.0;ESP
Spain;2020-06-30;0.0;ESP
Spain;2020-07-31;0.0;ESP
Spain;2020-08-31;0.0;ESP
Spain;2020-09-30;0.0;ESP
Spain;2020-10-31;0.0;ESP
Spain;2020-11-30;0.0;ESP
Spain;2020-12-31;0.0;ESP
Spain;2021-01-31;765.466070070307;ESP
Spain;2021-02-28;2698.8639857445173;ESP
Spain;2021-03-31;5819.905099334971;ESP
Spain;2021-04-30;0.0;ESP
Spain;2021-05-16;0.0;ESP
Sri Lanka;2020-01-31;0.0;LKA
Sri Lanka;2020-02-29;0.0;LKA
Sri Lanka;2020-03-31;0.0;LKA
Sri Lanka;2020-04-30;0.0;LKA
Sri Lanka;2020-05-31;0.0;LKA
Sri Lanka;2020-06-30;0.0;LKA
Sri Lanka;2020-07-31;0.0;LKA
Sri Lanka;2020-08-31;0.0;LKA
Sri Lanka;2020-09-30;0.0;LKA
Sri Lanka;2020-10-31;0.0;LKA
Sri Lanka;2020-11-30;0.0;LKA
Sri Lanka;2020-12-31;0.0;LKA
Sri Lanka;2021-01-31;0.0;LKA
Sri Lanka;2021-02-28;0.0;LKA
Sri Lanka;2021-03-31;0.0;LKA
Sri Lanka;2021-04-30;118.40332504407318;LKA
Sri Lanka;2021-05-16;1251.0945325908024;LKA
Sudan;2020-03-31;0.0;SDN
Sudan;2020-04-30;0.0;SDN
Sudan;2020-05-31;0.0;SDN
Sudan;2020-06-30;0.0;SDN
Sudan;2020-07-31;0.0;SDN
Sudan;2020-08-31;0.0;SDN
Sudan;2020-09-30;0.0;SDN
Sudan;2020-10-31;0.0;SDN
Sudan;2020-11-30;0.0;SDN
Sudan;2020-12-31;0.0;SDN
Sudan;2021-01-31;0.0;SDN
Sudan;2021-02-28;0.0;SDN
Sudan;2021-03-31;0.0;SDN
Sudan;2021-04-30;0.0;SDN
Sudan;2021-05-16;0.0;SDN
Suriname;2020-03-31;0.0;SUR
Suriname;2020-04-30;0.0;SUR
Suriname;2020-05-31;0.0;SUR
Suriname;2020-06-30;0.0;SUR
Suriname;2020-07-31;0.0;SUR
Suriname;2020-08-31;0.0;SUR
Suriname;2020-09-30;0.0;SUR
Suriname;2020-10-31;0.0;SUR
Suriname;2020-11-30;0.0;SUR
Suriname;2020-12-31;0.0;SUR
Suriname;2021-01-31;0.0;SUR
Suriname;2021-02-28;0.0;SUR
Suriname;2021-03-31;0.0;SUR
Suriname;2021-04-30;0.0;SUR
Suriname;2021-05-16;0.0;SUR
Sweden;2020-02-29;0.0;SWE
Sweden;2020-03-31;0.0;SWE
Sweden;2020-04-30;0.0;SWE
Sweden;2020-05-31;0.0;SWE
Sweden;2020-06-30;0.0;SWE
Sweden;2020-07-31;0.0;SWE
Sweden;2020-08-31;0.0;SWE
Sweden;2020-09-30;0.0;SWE
Sweden;2020-10-31;0.0;SWE
Sweden;2020-11-30;0.0;SWE
Sweden;2020-12-31;0.0;SWE
Sweden;2021-01-31;352.6294474749165;SWE
Sweden;2021-02-28;2911.5470722141304;SWE
Sweden;2021-03-31;0.0;SWE
Sweden;2021-04-30;0.0;SWE
Sweden;2021-05-16;0.0;SWE
Switzerland;2020-02-29;0.0;CHE
Switzerland;2020-03-31;0.0;CHE
Switzerland;2020-04-30;0.0;CHE
Switzerland;2020-05-31;0.0;CHE
Switzerland;2020-06-30;0.0;CHE
Switzerland;2020-07-31;0.0;CHE
Switzerland;2020-08-31;0.0;CHE
Switzerland;2020-09-30;0.0;CHE
Switzerland;2020-10-31;0.0;CHE
Switzerland;2020-11-30;0.0;CHE
Switzerland;2020-12-31;0.0;CHE
Switzerland;2021-01-31;0.0;CHE
Switzerland;2021-02-28;3023.4263372456185;CHE
Switzerland;2021-03-31;6630.80681319499;CHE
Switzerland;2021-04-30;10888.54528299227;CHE
Switzerland;2021-05-16;0.0;CHE
Syria;2020-03-31;0.0;SYR
Syria;2020-04-30;0.0;SYR
Syria;2020-05-31;0.0;SYR
Syria;2020-06-30;0.0;SYR
Syria;2020-07-31;0.0;SYR
Syria;2020-08-31;0.0;SYR
Syria;2020-09-30;0.0;SYR
Syria;2020-10-31;0.0;SYR
Syria;2020-11-30;0.0;SYR
Syria;2020-12-31;0.0;SYR
Syria;2021-01-31;0.0;SYR
Syria;2021-02-28;0.0;SYR
Syria;2021-03-31;0.0;SYR
Syria;2021-04-30;0.0;SYR
Syria;2021-05-16;0.0;SYR
Taiwan;2020-01-31;0.0;TWN
Taiwan;2020-02-29;0.0;TWN
Taiwan;2020-03-31;0.0;TWN
Taiwan;2020-04-30;0.0;TWN
Taiwan;2020-05-31;0.0;TWN
Taiwan;2020-06-30;0.0;TWN
Taiwan;2020-07-31;0.0;TWN
Taiwan;2020-08-31;0.0;TWN
Taiwan;2020-09-30;0.0;TWN
Taiwan;2020-10-31;0.0;TWN
Taiwan;2020-11-30;0.0;TWN
Taiwan;2020-12-31;0.0;TWN
Taiwan;2021-01-31;0.0;TWN
Taiwan;2021-02-28;0.0;TWN
Taiwan;2021-03-31;0.0;TWN
Taiwan;2021-04-30;0.0;TWN
Taiwan;2021-05-16;0.0;TWN
Tajikistan;2020-05-31;0.0;TJK
Tajikistan;2020-06-30;0.0;TJK
Tajikistan;2020-07-31;0.0;TJK
Tajikistan;2020-08-31;0.0;TJK
Tajikistan;2020-09-30;0.0;TJK
Tajikistan;2020-10-31;0.0;TJK
Tajikistan;2020-11-30;0.0;TJK
Tajikistan;2020-12-31;0.0;TJK
Tajikistan;2021-01-31;0.0;TJK
Tajikistan;2021-02-28;0.0;TJK
Tajikistan;2021-03-31;0.0;TJK
Tajikistan;2021-04-30;0.0;TJK
Tajikistan;2021-05-16;0.0;TJK
Tanzania;2020-03-31;0.0;TZA
Tanzania;2020-04-30;0.0;TZA
Tanzania;2020-05-31;0.0;TZA
Tanzania;2020-06-30;0.0;TZA
Tanzania;2020-07-31;0.0;TZA
Tanzania;2020-08-31;0.0;TZA
Tanzania;2020-09-30;0.0;TZA
Tanzania;2020-10-31;0.0;TZA
Tanzania;2020-11-30;0.0;TZA
Tanzania;2020-12-31;0.0;TZA
Tanzania;2021-01-31;0.0;TZA
Tanzania;2021-02-28;0.0;TZA
Tanzania;2021-03-31;0.0;TZA
Tanzania;2021-04-30;0.0;TZA
Tanzania;2021-05-16;0.0;TZA
Thailand;2020-01-31;0.0;THA
Thailand;2020-02-29;0.0;THA
Thailand;2020-03-31;0.0;THA
Thailand;2020-04-30;0.0;THA
Thailand;2020-05-31;0.0;THA
Thailand;2020-06-30;0.0;THA
Thailand;2020-07-31;0.0;THA
Thailand;2020-08-31;0.0;THA
Thailand;2020-09-30;0.0;THA
Thailand;2020-10-31;0.0;THA
Thailand;2020-11-30;0.0;THA
Thailand;2020-12-31;0.0;THA
Thailand;2021-01-31;0.0;THA
Thailand;2021-02-28;0.0;THA
Thailand;2021-03-31;0.0;THA
Thailand;2021-04-30;547.0603443456672;THA
Thailand;2021-05-16;1119.7797225666748;THA
Timor;2020-03-31;0.0;TLS
Timor;2020-04-30;0.0;TLS
Timor;2020-05-31;0.0;TLS
Timor;2020-06-30;0.0;TLS
Timor;2020-07-31;0.0;TLS
Timor;2020-08-31;0.0;TLS
Timor;2020-09-30;0.0;TLS
Timor;2020-10-31;0.0;TLS
Timor;2020-11-30;0.0;TLS
Timor;2020-12-31;0.0;TLS
Timor;2021-01-31;0.0;TLS
Timor;2021-02-28;0.0;TLS
Timor;2021-03-31;0.0;TLS
Timor;2021-04-30;0.0;TLS
Timor;2021-05-16;0.0;TLS
Togo;2020-03-31;0.0;TGO
Togo;2020-04-30;0.0;TGO
Togo;2020-05-31;0.0;TGO
Togo;2020-06-30;0.0;TGO
Togo;2020-07-31;0.0;TGO
Togo;2020-08-31;0.0;TGO
Togo;2020-09-30;0.0;TGO
Togo;2020-10-31;0.0;TGO
Togo;2020-11-30;0.0;TGO
Togo;2020-12-31;0.0;TGO
Togo;2021-01-31;0.0;TGO
Togo;2021-02-28;0.0;TGO
Togo;2021-03-31;0.0;TGO
Togo;2021-04-30;0.0;TGO
Togo;2021-05-16;0.0;TGO
Tonga;2021-04-30;0.0;TON
Tonga;2021-05-11;0.0;TON
Trinidad and Tobago;2020-03-31;0.0;TTO
Trinidad and Tobago;2020-04-30;0.0;TTO
Trinidad and Tobago;2020-05-31;0.0;TTO
Trinidad and Tobago;2020-06-30;0.0;TTO
Trinidad and Tobago;2020-07-31;0.0;TTO
Trinidad and Tobago;2020-08-31;0.0;TTO
Trinidad and Tobago;2020-09-30;0.0;TTO
Trinidad and Tobago;2020-10-31;0.0;TTO
Trinidad and Tobago;2020-11-30;0.0;TTO
Trinidad and Tobago;2020-12-31;0.0;TTO
Trinidad and Tobago;2021-01-31;0.0;TTO
Trinidad and Tobago;2021-02-28;0.0;TTO
Trinidad and Tobago;2021-03-31;0.0;TTO
Trinidad and Tobago;2021-04-30;0.0;TTO
Trinidad and Tobago;2021-05-16;84.24491475829426;TTO
Tunisia;2020-03-31;0.0;TUN
Tunisia;2020-04-30;0.0;TUN
Tunisia;2020-05-31;0.0;TUN
Tunisia;2020-06-30;0.0;TUN
Tunisia;2020-07-31;0.0;TUN
Tunisia;2020-08-31;0.0;TUN
Tunisia;2020-09-30;0.0;TUN
Tunisia;2020-10-31;0.0;TUN
Tunisia;2020-11-30;0.0;TUN
Tunisia;2020-12-31;0.0;TUN
Tunisia;2021-01-31;0.0;TUN
Tunisia;2021-02-28;0.0;TUN
Tunisia;2021-03-31;0.0;TUN
Tunisia;2021-04-30;761.1888293538212;TUN
Tunisia;2021-05-16;0.0;TUN
Turkey;2020-03-31;0.0;TUR
Turkey;2020-04-30;0.0;TUR
Turkey;2020-05-31;0.0;TUR
Turkey;2020-06-30;0.0;TUR
Turkey;2020-07-31;0.0;TUR
Turkey;2020-08-31;0.0;TUR
Turkey;2020-09-30;0.0;TUR
Turkey;2020-10-31;0.0;TUR
Turkey;2020-11-30;0.0;TUR
Turkey;2020-12-31;0.0;TUR
Turkey;2021-01-31;0.0;TUR
Turkey;2021-02-28;1989.5311386359065;TUR
Turkey;2021-03-31;8110.5153795452825;TUR
Turkey;2021-04-30;10795.27830204714;TUR
Turkey;2021-05-16;12835.099302201197;TUR
Turkmenistan;2021-04-04;161.7094611724027;TKM
Turks and Caicos Islands;2021-01-31;0.0;TCA
Turks and Caicos Islands;2021-02-28;0.0;TCA
Turks and Caicos Islands;2021-03-31;0.0;TCA
Tuvalu;2021-04-27;0.0;TUV
Uganda;2020-03-31;0.0;UGA
Uganda;2020-04-30;0.0;UGA
Uganda;2020-05-31;0.0;UGA
Uganda;2020-06-30;0.0;UGA
Uganda;2020-07-31;0.0;UGA
Uganda;2020-08-31;0.0;UGA
Uganda;2020-09-30;0.0;UGA
Uganda;2020-10-31;0.0;UGA
Uganda;2020-11-30;0.0;UGA
Uganda;2020-12-31;0.0;UGA
Uganda;2021-01-31;0.0;UGA
Uganda;2021-02-28;0.0;UGA
Uganda;2021-03-31;0.0;UGA
Uganda;2021-04-30;0.0;UGA
Uganda;2021-05-16;0.0;UGA
Ukraine;2020-03-31;0.0;UKR
Ukraine;2020-04-30;0.0;UKR
Ukraine;2020-05-31;0.0;UKR
Ukraine;2020-06-30;0.0;UKR
Ukraine;2020-07-31;0.0;UKR
Ukraine;2020-08-31;0.0;UKR
Ukraine;2020-09-30;0.0;UKR
Ukraine;2020-10-31;0.0;UKR
Ukraine;2020-11-30;0.0;UKR
Ukraine;2020-12-31;0.0;UKR
Ukraine;2021-01-31;0.0;UKR
Ukraine;2021-02-28;0.0;UKR
Ukraine;2021-03-31;0.004573126220410187;UKR
Ukraine;2021-04-30;0.5945064086533243;UKR
Ukraine;2021-05-16;42.05904184911249;UKR
United Arab Emirates;2020-01-31;0.0;ARE
United Arab Emirates;2020-02-29;0.0;ARE
United Arab Emirates;2020-03-31;0.0;ARE
United Arab Emirates;2020-04-30;0.0;ARE
United Arab Emirates;2020-05-31;0.0;ARE
United Arab Emirates;2020-06-30;0.0;ARE
United Arab Emirates;2020-07-31;0.0;ARE
United Arab Emirates;2020-08-31;0.0;ARE
United Arab Emirates;2020-09-30;0.0;ARE
United Arab Emirates;2020-10-31;0.0;ARE
United Arab Emirates;2020-11-30;0.0;ARE
United Arab Emirates;2020-12-31;0.0;ARE
United Arab Emirates;2021-01-31;0.0;ARE
United Arab Emirates;2021-02-28;0.0;ARE
United Arab Emirates;2021-03-31;0.0;ARE
United Arab Emirates;2021-04-30;0.0;ARE
United Arab Emirates;2021-05-16;0.0;ARE
United Kingdom;2020-02-29;0.0;GBR
United Kingdom;2020-03-31;0.0;GBR
United Kingdom;2020-04-30;0.0;GBR
United Kingdom;2020-05-31;0.0;GBR
United Kingdom;2020-06-30;0.0;GBR
United Kingdom;2020-07-31;0.0;GBR
United Kingdom;2020-08-31;0.0;GBR
United Kingdom;2020-09-30;0.0;GBR
United Kingdom;2020-10-31;0.0;GBR
United Kingdom;2020-11-30;0.0;GBR
United Kingdom;2020-12-31;0.0;GBR
United Kingdom;2021-01-31;727.9983662022587;GBR
United Kingdom;2021-02-28;1201.7440295940826;GBR
United Kingdom;2021-03-31;6648.5839997299;GBR
United Kingdom;2021-04-30;22032.9848844837;GBR
United Kingdom;2021-05-16;0.0;GBR
United States;2020-01-31;0.0;USA
United States;2020-02-29;0.0;USA
United States;2020-03-31;0.0;USA
United States;2020-04-30;0.0;USA
United States;2020-05-31;0.0;USA
United States;2020-06-30;0.0;USA
United States;2020-07-31;0.0;USA
United States;2020-08-31;0.0;USA
United States;2020-09-30;0.0;USA
United States;2020-10-31;0.0;USA
United States;2020-11-30;0.0;USA
United States;2020-12-31;0.0;USA
United States;2021-01-31;1709.0926768328834;USA
United States;2021-02-28;7486.320796703477;USA
United States;2021-03-31;16497.463538410917;USA
United States;2021-04-30;30636.406965047623;USA
United States;2021-05-16;37245.226319897076;USA
Uruguay;2020-03-31;0.0;URY
Uruguay;2020-04-30;0.0;URY
Uruguay;2020-05-31;0.0;URY
Uruguay;2020-06-30;0.0;URY
Uruguay;2020-07-31;0.0;URY
Uruguay;2020-08-31;0.0;URY
Uruguay;2020-09-30;0.0;URY
Uruguay;2020-10-31;0.0;URY
Uruguay;2020-11-30;0.0;URY
Uruguay;2020-12-31;0.0;URY
Uruguay;2021-01-31;0.0;URY
Uruguay;2021-02-28;0.0;URY
Uruguay;2021-03-31;1448.01246614947;URY
Uruguay;2021-04-30;19243.538712167076;URY
Uruguay;2021-05-16;27133.450613706835;URY
Uzbekistan;2020-03-31;0.0;UZB
Uzbekistan;2020-04-30;0.0;UZB
Uzbekistan;2020-05-31;0.0;UZB
Uzbekistan;2020-06-30;0.0;UZB
Uzbekistan;2020-07-31;0.0;UZB
Uzbekistan;2020-08-31;0.0;UZB
Uzbekistan;2020-09-30;0.0;UZB
Uzbekistan;2020-10-31;0.0;UZB
Uzbekistan;2020-11-30;0.0;UZB
Uzbekistan;2020-12-31;0.0;UZB
Uzbekistan;2021-01-31;0.0;UZB
Uzbekistan;2021-02-28;0.0;UZB
Uzbekistan;2021-03-31;0.0;UZB
Uzbekistan;2021-04-30;0.0;UZB
Uzbekistan;2021-05-16;0.0;UZB
Vanuatu;2020-11-30;0.0;VUT
Vanuatu;2020-12-31;0.0;VUT
Vanuatu;2021-01-31;0.0;VUT
Vanuatu;2021-02-28;0.0;VUT
Vanuatu;2021-03-31;0.0;VUT
Vanuatu;2021-04-30;0.0;VUT
Vanuatu;2021-05-16;0.0;VUT
Vatican;2020-03-31;0.0;VAT
Vatican;2020-04-30;0.0;VAT
Vatican;2020-05-31;0.0;VAT
Vatican;2020-06-30;0.0;VAT
Vatican;2020-07-31;0.0;VAT
Vatican;2020-08-31;0.0;VAT
Vatican;2020-09-30;0.0;VAT
Vatican;2020-10-31;0.0;VAT
Vatican;2020-11-30;0.0;VAT
Vatican;2020-12-31;0.0;VAT
Vatican;2021-01-31;0.0;VAT
Vatican;2021-02-28;0.0;VAT
Vatican;2021-03-31;0.0;VAT
Vatican;2021-04-30;0.0;VAT
Vatican;2021-05-16;0.0;VAT
Venezuela;2020-03-31;0.0;VEN
Venezuela;2020-04-30;0.0;VEN
Venezuela;2020-05-31;0.0;VEN
Venezuela;2020-06-30;0.0;VEN
Venezuela;2020-07-31;0.0;VEN
Venezuela;2020-08-31;0.0;VEN
Venezuela;2020-09-30;0.0;VEN
Venezuela;2020-10-31;0.0;VEN
Venezuela;2020-11-30;0.0;VEN
Venezuela;2020-12-31;0.0;VEN
Venezuela;2021-01-31;0.0;VEN
Venezuela;2021-02-28;0.0;VEN
Venezuela;2021-03-31;0.0;VEN
Venezuela;2021-04-30;0.0;VEN
Venezuela;2021-05-16;0.0;VEN
Vietnam;2020-01-31;0.0;VNM
Vietnam;2020-02-29;0.0;VNM
Vietnam;2020-03-31;0.0;VNM
Vietnam;2020-04-30;0.0;VNM
Vietnam;2020-05-31;0.0;VNM
Vietnam;2020-06-30;0.0;VNM
Vietnam;2020-07-31;0.0;VNM
Vietnam;2020-08-31;0.0;VNM
Vietnam;2020-09-30;0.0;VNM
Vietnam;2020-10-31;0.0;VNM
Vietnam;2020-11-30;0.0;VNM
Vietnam;2020-12-31;0.0;VNM
Vietnam;2021-01-31;0.0;VNM
Vietnam;2021-02-28;0.0;VNM
Vietnam;2021-03-31;0.0;VNM
Vietnam;2021-04-30;9.664204789173887;VNM
Vietnam;2021-05-16;0.0;VNM
Wallis and Futuna;2021-03-31;0.0;WLF
Wallis and Futuna;2021-04-30;0.0;WLF
Wallis and Futuna;2021-05-11;13231.371154188157;WLF
World;2020-01-31;0.0;OWID_WRL
World;2020-02-29;0.0;OWID_WRL
World;2020-03-31;0.0;OWID_WRL
World;2020-04-30;0.0;OWID_WRL
World;2020-05-31;0.0;OWID_WRL
World;2020-06-30;0.0;OWID_WRL
World;2020-07-31;0.0;OWID_WRL
World;2020-08-31;0.0;OWID_WRL
World;2020-09-30;0.0;OWID_WRL
World;2020-10-31;0.0;OWID_WRL
World;2020-11-30;0.0;OWID_WRL
World;2020-12-31;0.013457691936255765;OWID_WRL
World;2021-01-31;142.16242632119412;OWID_WRL
World;2021-02-28;674.2334706407786;OWID_WRL
World;2021-03-31;1692.2319560254036;OWID_WRL
World;2021-04-30;3464.6211966353903;OWID_WRL
World;2021-05-16;4556.5314814172925;OWID_WRL
Yemen;2020-04-30;0.0;YEM
Yemen;2020-05-31;0.0;YEM
Yemen;2020-06-30;0.0;YEM
Yemen;2020-07-31;0.0;YEM
Yemen;2020-08-31;0.0;YEM
Yemen;2020-09-30;0.0;YEM
Yemen;2020-10-31;0.0;YEM
Yemen;2020-11-30;0.0;YEM
Yemen;2020-12-31;0.0;YEM
Yemen;2021-01-31;0.0;YEM
Yemen;2021-02-28;0.0;YEM
Yemen;2021-03-31;0.0;YEM
Yemen;2021-04-30;0.0;YEM
Yemen;2021-05-16;0.0;YEM
Zambia;2020-03-31;0.0;ZMB
Zambia;2020-04-30;0.0;ZMB
Zambia;2020-05-31;0.0;ZMB
Zambia;2020-06-30;0.0;ZMB
Zambia;2020-07-31;0.0;ZMB
Zambia;2020-08-31;0.0;ZMB
Zambia;2020-09-30;0.0;ZMB
Zambia;2020-10-31;0.0;ZMB
Zambia;2020-11-30;0.0;ZMB
Zambia;2020-12-31;0.0;ZMB
Zambia;2021-01-31;0.0;ZMB
Zambia;2021-02-28;0.0;ZMB
Zambia;2021-03-31;0.0;ZMB
Zambia;2021-04-30;0.0;ZMB
Zambia;2021-05-16;0.0;ZMB
Zimbabwe;2020-03-31;0.0;ZWE
Zimbabwe;2020-04-30;0.0;ZWE
Zimbabwe;2020-05-31;0.0;ZWE
Zimbabwe;2020-06-30;0.0;ZWE
Zimbabwe;2020-07-31;0.0;ZWE
Zimbabwe;2020-08-31;0.0;ZWE
Zimbabwe;2020-09-30;0.0;ZWE
Zimbabwe;2020-10-31;0.0;ZWE
Zimbabwe;2020-11-30;0.0;ZWE
Zimbabwe;2020-12-31;0.0;ZWE
Zimbabwe;2021-01-31;0.0;ZWE
Zimbabwe;2021-02-28;0.0;ZWE
Zimbabwe;2021-03-31;100.14851045154161;ZWE
Zimbabwe;2021-04-30;575.9767238310462;ZWE
